input_text,target_text
"Subject: Edge Computing, Level: Beginner","Introduction to Networking, Basics of Cloud Computing and Distributed Systems, Projects on IOT"
"Subject: Spark, Level: Beginner","Introduction to Big Data, Basics of Spark and Machine Learning, Projects on Distributed Computing"
"Subject: Vue.js, Level: Intermediate","Deep dive into Web Development and Vue.js, Advanced Routing concepts, Hands-on project with Components"
"Subject: Power BI, Level: Intermediate","Deep dive into Data Visualization and Dashboards, Advanced Power BI concepts, Hands-on project with Power Query"
"Subject: TensorFlow, Level: Advanced","Mastering RNNs and Neural Networks, Advanced practices in TensorFlow, Capstone Project using Deep Learning and CNNs"
"Subject: Kotlin, Level: Advanced","Mastering Android Development and Kotlin, Advanced practices in OOP, Capstone Project using Concurrency and Coroutines"
"Subject: Web Development, Level: Intermediate","Deep dive into CSS and JavaScript, Advanced HTML concepts, Hands-on project with Node.js"
"Subject: Data Governance, Level: Advanced","Mastering Data Governance and Data Privacy, Advanced practices in Data Quality, Capstone Project using Regulations and Compliance"
"Subject: Mobile App Development, Level: Intermediate","Deep dive into Flutter and Kotlin, Advanced React Native concepts, Hands-on project with Dart"
"Subject: Swift, Level: Beginner","Introduction to UI Design, Basics of APIs and Core Data, Projects on iOS Development"
"Subject: Python, Level: Intermediate","Deep dive into OOP and Python, Advanced Data Types concepts, Hands-on project with Functions"
"Subject: Blockchain, Level: Intermediate","Deep dive into Solidity and Smart Contracts, Advanced Ethereum concepts, Hands-on project with Decentralized Apps"
"Subject: Django, Level: Intermediate","Deep dive into Python and REST APIs, Advanced Web Development concepts, Hands-on project with ORM"
"Subject: Flask, Level: Beginner","Introduction to Python, Basics of Microservices and REST APIs, Projects on Flask"
"Subject: Data Warehousing, Level: Intermediate","Deep dive into Big Data and ETL, Advanced Data Integration concepts, Hands-on project with SQL"
"Subject: IOT, Level: Intermediate","Deep dive into Embedded Systems and Sensors, Advanced IOT concepts, Hands-on project with Data Analytics"
"Subject: Kubernetes, Level: Advanced","Mastering Microservices and Kubernetes, Advanced practices in CI/CD, Capstone Project using Cloud Deployment and Containers"
"Subject: Google Cloud Platform, Level: Intermediate","Deep dive into Kubernetes Engine and GCP, Advanced Compute Engine concepts, Hands-on project with BigQuery"
"Subject: Machine Learning, Level: Advanced","Mastering TensorFlow and Python, Advanced practices in Neural Networks, Capstone Project using Unsupervised Learning and Supervised Learning"
"Subject: Pytorch, Level: Beginner","Introduction to RNNs, Basics of CNNs and Deep Learning, Projects on Pytorch"
"Subject: Game Development, Level: Intermediate","Deep dive into C# and Unity, Advanced AI for Games concepts, Hands-on project with Game Physics"
"Subject: Artificial Intelligence, Level: Advanced","Mastering Deep Learning and Python, Advanced practices in Neural Networks, Capstone Project using NLP and Reinforcement Learning"
"Subject: Data Governance, Level: Intermediate","Deep dive into Data Governance and Data Quality, Advanced Regulations concepts, Hands-on project with Data Privacy"
"Subject: Web Development, Level: Advanced","Mastering React and Node.js, Advanced practices in HTML, Capstone Project using JavaScript and CSS"
"Subject: Flask, Level: Intermediate","Deep dive into Python and REST APIs, Advanced Web Development concepts, Hands-on project with Flask"
"Subject: Django, Level: Intermediate","Deep dive into REST APIs and ORM, Advanced Web Development concepts, Hands-on project with Django"
"Subject: Salesforce, Level: Intermediate","Deep dive into Customer Service and CRM, Advanced Salesforce concepts, Hands-on project with Sales Automation"
"Subject: Azure Cloud, Level: Intermediate","Deep dive into Data Lakes and Cloud Services, Advanced AI Services concepts, Hands-on project with Azure"
"Subject: Power BI, Level: Advanced","Mastering Dashboards and Power BI, Advanced practices in Data Visualization, Capstone Project using Power Query and DAX"
"Subject: Machine Learning, Level: Intermediate","Deep dive into Neural Networks and Supervised Learning, Advanced TensorFlow concepts, Hands-on project with Python"
"Subject: Node.js, Level: Intermediate","Deep dive into Node.js and JavaScript, Advanced APIs concepts, Hands-on project with Express.js"
"Subject: Vue.js, Level: Advanced","Mastering Routing and Web Development, Advanced practices in Components, Capstone Project using Vue.js and JavaScript"
"Subject: Spark, Level: Advanced","Mastering Big Data and Distributed Computing, Advanced practices in Machine Learning, Capstone Project using Spark and Data Pipelines"
"Subject: Natural Language Processing, Level: Advanced","Mastering Chatbots and Sentiment Analysis, Advanced practices in Text Processing, Capstone Project using NLP and Language Models"
"Subject: Business Analytics, Level: Beginner","Introduction to Power BI, Basics of Tableau and Pivot Tables, Projects on Excel"
"Subject: Data Warehousing, Level: Beginner","Introduction to Data Integration, Basics of Big Data and Data Warehousing, Projects on SQL"
"Subject: Data Warehousing, Level: Intermediate","Deep dive into Data Integration and Data Warehousing, Advanced ETL concepts, Hands-on project with Big Data"
"Subject: Power BI, Level: Beginner","Introduction to Data Visualization, Basics of Dashboards and Power Query, Projects on Power BI"
"Subject: Power BI, Level: Beginner","Introduction to Data Visualization, Basics of Power BI and DAX, Projects on Dashboards"
"Subject: PHP, Level: Beginner","Introduction to MySQL, Basics of Web Development and Laravel, Projects on API Development"
"Subject: Cloud Computing, Level: Intermediate","Deep dive into EC2 and Azure, Advanced AWS concepts, Hands-on project with Google Cloud"
"Subject: Cloud Computing, Level: Intermediate","Deep dive into Google Cloud and EC2, Advanced AWS concepts, Hands-on project with Azure"
"Subject: Networking, Level: Intermediate","Deep dive into Switches and Routers, Advanced TCP/IP concepts, Hands-on project with Network Security"
"Subject: Angular, Level: Advanced","Mastering JavaScript and Angular, Advanced practices in Components, Capstone Project using Web Development and TypeScript"
"Subject: Data Engineering, Level: Beginner","Introduction to Spark, Basics of Data Pipelines and ETL, Projects on SQL"
"Subject: Business Analytics, Level: Intermediate","Deep dive into Pivot Tables and Power BI, Advanced Tableau concepts, Hands-on project with Excel"
"Subject: AWS Solutions Architect, Level: Advanced","Mastering S3 and Lambda, Advanced practices in VPC, Capstone Project using AWS and EC2"
"Subject: Cybersecurity, Level: Advanced","Mastering Ethical Hacking and Network Security, Advanced practices in Cryptography, Capstone Project using Penetration Testing"
"Subject: Artificial Intelligence, Level: Advanced","Mastering NLP and Deep Learning, Advanced practices in Reinforcement Learning, Capstone Project using Neural Networks and Python"
"Subject: Blockchain, Level: Intermediate","Deep dive into Solidity and Decentralized Apps, Advanced Smart Contracts concepts, Hands-on project with Ethereum"
"Subject: Angular, Level: Advanced","Mastering JavaScript and TypeScript, Advanced practices in Web Development, Capstone Project using Components and Angular"
"Subject: IOT, Level: Beginner","Introduction to Networking, Basics of Sensors and IOT, Projects on Data Analytics"
"Subject: Google Cloud Platform, Level: Intermediate","Deep dive into Compute Engine and BigQuery, Advanced GCP concepts, Hands-on project with Kubernetes Engine"
"Subject: Spark, Level: Advanced","Mastering Data Pipelines and Big Data, Advanced practices in Spark, Capstone Project using Machine Learning and Distributed Computing"
"Subject: Hadoop, Level: Beginner","Introduction to Hadoop, Basics of Data Storage and Distributed Systems, Projects on MapReduce"
"Subject: Data Governance, Level: Intermediate","Deep dive into Data Governance and Data Privacy, Advanced Data Quality concepts, Hands-on project with Regulations"
"Subject: Azure Cloud, Level: Intermediate","Deep dive into Azure Functions and Data Lakes, Advanced Azure concepts, Hands-on project with Cloud Services"
"Subject: Spark, Level: Intermediate","Deep dive into Distributed Computing and Data Pipelines, Advanced Machine Learning concepts, Hands-on project with Spark"
"Subject: TensorFlow, Level: Advanced","Mastering Neural Networks and RNNs, Advanced practices in CNNs, Capstone Project using Deep Learning and TensorFlow"
"Subject: UI/UX Design, Level: Advanced","Mastering Usability Testing and User Research, Advanced practices in Wireframing, Capstone Project using Figma and Prototyping"
"Subject: AWS Solutions Architect, Level: Intermediate","Deep dive into S3 and Lambda, Advanced EC2 concepts, Hands-on project with VPC"
"Subject: DevOps, Level: Beginner","Introduction to Kubernetes, Basics of CI/CD and Infrastructure as Code, Projects on AWS"
"Subject: Web Development, Level: Beginner","Introduction to CSS, Basics of Node.js and React, Projects on HTML"
"Subject: AWS Solutions Architect, Level: Advanced","Mastering AWS and VPC, Advanced practices in Lambda, Capstone Project using S3 and EC2"
"Subject: Networking, Level: Advanced","Mastering Networking Protocols and Network Security, Advanced practices in TCP/IP, Capstone Project using Switches and Routers"
"Subject: Data Engineering, Level: Advanced","Mastering Data Pipelines and SQL, Advanced practices in Hadoop, Capstone Project using Spark and ETL"
"Subject: Django, Level: Beginner","Introduction to REST APIs, Basics of Python and Django, Projects on ORM"
"Subject: DevOps, Level: Intermediate","Deep dive into Docker and AWS, Advanced CI/CD concepts, Hands-on project with Kubernetes"
"Subject: Digital Marketing, Level: Beginner","Introduction to Social Media Marketing, Basics of Email Marketing and SEO, Projects on Google Analytics"
"Subject: Web Development, Level: Intermediate","Deep dive into JavaScript and Node.js, Advanced CSS concepts, Hands-on project with React"
"Subject: Cloud Computing, Level: Advanced","Mastering S3 and EC2, Advanced practices in Azure, Capstone Project using Google Cloud and AWS"
"Subject: Natural Language Processing, Level: Beginner","Introduction to Text Processing, Basics of Chatbots and Sentiment Analysis, Projects on NLP"
"Subject: Java, Level: Beginner","Introduction to Multithreading, Basics of Collections and Data Structures, Projects on OOP"
"Subject: Cloud Computing, Level: Beginner","Introduction to S3, Basics of AWS and EC2, Projects on Google Cloud"
"Subject: Power BI, Level: Beginner","Introduction to Data Visualization, Basics of Power Query and DAX, Projects on Dashboards"
"Subject: Cloud Computing, Level: Advanced","Mastering EC2 and Azure, Advanced practices in AWS, Capstone Project using S3 and Google Cloud"
"Subject: Cybersecurity, Level: Beginner","Introduction to Cryptography, Basics of Ethical Hacking and Penetration Testing, Projects on Network Security"
"Subject: Ruby, Level: Beginner","Introduction to ActiveRecord, Basics of Rails and Ruby, Projects on Web Development"
"Subject: Digital Marketing, Level: Intermediate","Deep dive into Social Media Marketing and Content Marketing, Advanced SEO concepts, Hands-on project with Google Analytics"
"Subject: Natural Language Processing, Level: Advanced","Mastering Text Processing and Sentiment Analysis, Advanced practices in Language Models, Capstone Project using Chatbots and NLP"
"Subject: Natural Language Processing, Level: Beginner","Introduction to Sentiment Analysis, Basics of NLP and Language Models, Projects on Text Processing"
